State_Code,Crop_Code,Season_Code,Area,Annual_Rainfall,Yield_kg_ha
6,3,4,1900.0,2964.9,7578.9473684210525
6,5,4,250.0,2964.9,280.0
6,7,4,52875.0,2964.9,283.68794326241135
6,17,1,350.0,2964.9,1177.142857142857
6,17,2,1048.0,2964.9,2026.7175572519084
6,32,2,8671.0,2964.9,1063.314496597855
6,34,1,1200.0,2964.9,270.0
6,38,1,2500.0,2964.9,990.4
6,40,1,41000.0,2964.9,2542.6585365853657
6,40,2,15439.0,2964.9,3039.380788911199
6,46,4,1320.0,2964.9,48484.84848484849
12,0,4,98047.0,1260.8,6612.7979438432585
12,1,1,475396.0,1260.8,465.82848824979595
12,2,1,415816.0,1260.8,678.7401158204591
12,2,2,451.0,1260.8,1188.470066518847
12,2,3,846.0,1260.8,588.6524822695036
12,5,4,4387.0,1260.8,2357.419648962845
12,8,1,27246.0,1260.8,853.1527563679072
12,10,4,17935.0,1260.8,166.26707555059937
12,11,1,636495.0,1260.8,1534.7740359311542
12,13,4,170319.0,1260.8,860.1389157991769
12,14,4,3574.0,1260.8,848.9087856743145
12,15,1,3896.0,1260.8,13133.726899383984
12,16,2,355326.0,1260.8,569.9217057012434
12,17,1,1012577.0,1260.8,917.476893115289
12,17,2,217445.0,1260.8,1210.0439191519695
12,19,1,189486.0,1260.8,478.7583251533095
12,19,2,134779.0,1260.8,460.63555895206224
12,20,1,420808.0,1260.8,1465.3832626756146
12,20,2,1420162.0,1260.8,706.5743203944339
12,20,3,8897.0,1260.8,2601.3262897605937
12,23,2,19806.0,1260.8,325.20448348985155
12,24,1,450472.0,1260.8,3424.4237155694473
12,24,2,49922.0,1260.8,2035.2750290453107
12,24,3,11974.0,1260.8,2261.5667279104728
12,27,1,311720.0,1260.8,196.4166559733094
12,27,2,15627.0,1260.8,448.2626223843348
12,29,1,41853.0,1260.8,193.6300862542709
12,31,1,79921.0,1260.8,4530.136009309193
12,31,2,8882.0,1260.8,10251.857689709524
12,31,3,4797.0,1260.8,11536.168438607463
12,36,1,1730.0,1260.8,9174.56647398844
12,36,2,494.0,1260.8,9882.59109311741
12,36,3,1583.0,1260.8,8658.875552747946
12,37,1,28755.0,1260.8,11025.978090766823
12,37,2,4173.0,1260.8,19679.84663311766
12,37,3,1137.0,1260.8,17051.011433597185
12,37,4,268.0,1260.8,14589.55223880597
12,38,1,986173.0,1260.8,1688.108475896217
12,38,2,33833.0,1260.8,1338.9590045222121
12,38,3,10673.0,1260.8,2249.4144101939473
12,39,1,6673.0,1260.8,268.2451670912633
12,40,1,1079193.0,1260.8,2408.4385276776256
12,40,2,51782.0,1260.8,2048.433818701479
12,40,3,295830.0,1260.8,3216.6075110705474
12,41,2,97487.0,1260.8,602.4085262650405
12,43,1,115250.0,1260.8,404.97180043383946
12,45,1,65309.0,1260.8,1076.3294492336431
12,47,1,430676.0,1260.8,295.09422396418654
12,47,2,359514.0,1260.8,313.5788870530772
12,47,3,43156.0,1260.8,561.0112151265178
12,51,4,5007.0,1260.8,5070.101857399641
12,53,2,268981.0,1260.8,815.7936805945401
13,0,4,73639.0,3151.5,929.9284346609812
13,3,4,30521.0,3151.5,12666.295337636382
13,5,4,182384.0,3151.5,375.63602070357047
13,6,4,41449.0,3151.5,120.38891167458804
13,7,4,91268.0,3151.5,562.4753473287461
13,11,1,10999.0,3151.5,1613.9649059005365
13,13,4,297.0,3151.5,969.6969696969697
13,14,4,742.0,3151.5,17000.0
13,15,4,11107.0,3151.5,3543.8912397587105
13,17,1,7021.0,3151.5,743.3414043583535
13,20,1,2177.0,3151.5,508.95728066146074
13,38,1,1157.0,3151.5,808.9887640449438
13,40,0,120217.0,3151.5,1961.8606353510734
13,40,3,57700.0,3151.5,2510.779896013865
13,40,5,174714.0,3151.5,1980.5052829195142
13,43,1,3303.0,3151.5,320.0121102028459
13,46,4,6160.0,3151.5,76649.35064935064
13,48,4,1099.0,3151.5,10849.863512283895
13,49,4,112774.0,3151.5,23322.352669941654
13,50,4,41.0,3151.5,5560.975609756098
13,51,4,3706.0,3151.5,2167.835941716136
17,0,4,9585.0,6552.7,1206.7814293166407
17,1,1,861.0,6552.7,787.4564459930314
17,3,4,5194.0,6552.7,12107.816711590296
17,11,1,7549.0,6552.7,741.6876407471188
17,13,4,1764.0,6552.7,595.8049886621316
17,15,1,7403.0,6552.7,6158.3141969471835
17,16,2,463.0,6552.7,611.231101511879
17,21,1,4241.0,6552.7,6389.294977599623
17,23,1,51.0,6552.7,450.98039215686276
17,24,1,17219.0,6552.7,1467.6810500029037
17,26,1,4681.0,6552.7,4563.554795983764
17,26,4,871.0,6552.7,724.4546498277841
17,32,2,1938.0,6552.7,787.9256965944272
17,37,4,20753.0,6552.7,9688.189659326363
17,39,2,6916.0,6552.7,661.6541353383459
17,40,1,105402.0,6552.7,1420.675129504184
17,43,1,1322.0,6552.7,524.9621785173979
17,44,1,2823.0,6552.7,808.3599008147361
17,45,1,899.0,6552.7,903.2258064516129
17,46,4,83.0,6552.7,2710.843373493976
17,48,4,5181.0,6552.7,3337.3866049025287
17,49,4,3963.0,6552.7,5362.351753721928
17,50,4,742.0,6552.7,683.288409703504
17,51,4,1375.0,6552.7,5088.727272727273
17,53,2,4287.0,6552.7,1632.3769535805925
29,0,4,8239.0,2152.5,1658.575069790023
29,1,1,2606.0,2152.5,641.5963161933998
29,2,1,175.0,2152.5,480.0
29,4,2,5938.0,2152.5,995.2846076119906
29,6,4,2875.0,2152.5,240.0
29,8,2,54.0,2152.5,703.7037037037037
29,11,1,200.0,2152.5,365.0
29,13,4,64354.0,2152.5,797.1998632563632
29,15,1,9398.0,2152.5,2004.5754415833155
29,16,2,23286.0,2152.5,814.6955252082796
29,17,4,30157.0,2152.5,1160.393938389097
29,19,2,4958.0,2152.5,412.06131504638967
29,20,1,886.0,2152.5,467.2686230248307
29,21,1,612066.0,2152.5,12047.115833913336
29,22,2,23300.0,2152.5,894.8497854077253
29,23,2,10323.0,2152.5,260.6800348735833
29,24,1,38519.0,2152.5,3145.4866429554245
29,25,2,51919.0,2152.5,685.6834684797473
29,26,1,9911.0,2152.5,8175.764302290385
29,27,1,822.0,2152.5,521.8978102189781
29,27,2,2729.0,2152.5,585.562477097838
29,27,3,9320.0,2152.5,319.7424892703863
29,29,1,7587.0,2152.5,540.3980492948465
29,34,1,768.0,2152.5,414.0625
29,36,2,9230.0,2152.5,734.1278439869989
29,37,4,318199.0,2152.5,21023.435020223194
29,38,1,12895.0,2152.5,1213.4936021713843
29,39,2,344358.0,2152.5,731.0415323587662
29,40,0,425002.0,2152.5,1742.7870927666222
29,40,3,1450473.0,2152.5,3393.3647851425017
29,40,5,4028620.0,2152.5,1899.8515620733651
29,41,2,48.0,2152.5,333.3333333333333
29,42,4,1800.0,2152.5,5155.555555555556
29,43,4,100425.0,2152.5,850.8638287279064
29,44,1,3742.0,2152.5,501.6034206306788
29,44,2,1235.0,2152.5,1123.076923076923
29,45,1,800.0,2152.5,576.25
29,46,4,26949.0,2152.5,74284.76010241568
29,47,1,149.0,2152.5,744.9664429530201
29,51,4,12763.0,2152.5,1683.5383530517904
29,52,1,58878.0,2152.5,425.81269744216854
29,52,2,15112.0,2152.5,641.8740074113288
29,53,2,367472.0,2152.5,2117.4130273871206
2,0,4,73464.0,2201.8,720.4072743112273
2,1,1,7266.0,2201.8,702.1745114230663
2,3,4,41922.0,2201.8,13915.915271217977
2,8,1,1726.0,2201.8,407.8794901506373
2,11,1,1637.0,2201.8,455.71166768478923
2,13,4,14418.0,2201.8,660.0083229296713
2,16,2,2336.0,2201.8,511.986301369863
2,21,1,73545.0,2201.8,8940.607791148277
2,23,2,10248.0,2201.8,519.4184231069477
2,24,1,19708.0,2201.8,713.212908463568
2,26,1,5177.0,2201.8,4928.530036700792
2,29,1,8904.0,2201.8,514.6001796945193
2,31,4,7365.0,2201.8,2330.8893414799727
2,32,2,106576.0,2201.8,547.8719411499775
2,37,4,76748.0,2201.8,9117.42325532913
2,39,2,286241.0,2201.8,452.1539541854591
2,40,0,557220.0,2201.8,922.7163418398478
2,40,3,294654.0,2201.8,2218.8159672022102
2,40,5,1793994.0,2201.8,1500.9576397691408
2,43,1,15143.0,2201.8,519.4479297365119
2,44,1,10681.0,2201.8,511.8434603501545
2,46,4,29107.0,2201.8,39667.94929054866
2,48,4,8955.0,2201.8,3459.4081518704634
2,49,4,2836.0,2201.8,4740.479548660084
2,50,4,1373.0,2201.8,506.190823015295
2,51,4,10980.0,2201.8,690.8925318761384
2,53,2,76310.0,2201.8,1278.7708033023196
6,0,4,1550.0,3879.3,1212.9032258064517
6,3,4,1950.0,3879.3,7435.897435897436
6,5,4,275.0,3879.3,436.3636363636364
6,7,4,53292.0,3879.3,324.1387074983112
6,17,1,350.0,3879.3,1465.7142857142858
6,17,2,1004.0,3879.3,1759.9601593625498
6,32,2,9227.0,3879.3,913.6230627506231
6,34,1,1000.0,3879.3,578.0
6,38,1,1000.0,3879.3,1070.0
6,40,1,40500.0,3879.3,2377.3086419753085
6,40,2,16213.0,3879.3,2691.790538456794
6,46,4,1335.0,3879.3,51265.917602996255
13,0,4,81941.0,2914.6,1017.0366483201328
13,3,4,39046.0,2914.6,10196.819136403217
13,5,4,198406.0,2914.6,239.6248097335766
13,6,4,41491.0,2914.6,158.70911763997012
13,7,4,89403.0,2914.6,733.1633166672259
13,11,1,4772.0,2914.6,1613.9983235540653
13,13,4,312.0,2914.6,993.5897435897435
13,14,4,849.0,2914.6,17000.0
13,15,4,11264.0,2914.6,3670.4545454545455
13,17,1,6921.0,2914.6,743.2451957809565
13,20,1,2529.0,2914.6,508.8967971530249
13,38,1,870.0,2914.6,809.1954022988506
13,40,0,121525.0,2914.6,2080.8557909895085
13,40,3,58021.0,2914.6,2491.3565777907997
13,40,5,170228.0,2914.6,2192.700378316141
13,43,1,2612.0,2914.6,274.88514548238896
13,46,4,5780.0,2914.6,100141.86851211073
13,48,4,989.0,2914.6,10816.986855409505
13,49,4,111922.0,2914.6,22620.68226086024
13,50,4,44.0,2914.6,5568.181818181818
13,51,4,3971.0,2914.6,2105.766809367917
17,0,4,9645.0,6200.3,1297.045101088647
17,1,1,871.0,6200.3,742.8243398392652
17,3,4,5319.0,6200.3,11916.337657454409
17,8,1,27.0,6200.3,518.5185185185185
17,11,1,7455.0,6200.3,744.3326626425218
17,13,4,1790.0,6200.3,630.1675977653631
17,15,1,7606.0,6200.3,5878.254009992112
17,16,2,460.0,6200.3,615.2173913043479
17,21,1,4235.0,6200.3,7504.368358913814
17,24,1,16637.0,6200.3,1445.6332271443168
17,26,1,4457.0,6200.3,4503.253309400942
17,37,4,18339.0,6200.3,7813.239544140902
17,39,2,7042.0,6200.3,660.0397614314115
17,40,1,102482.0,6200.3,1530.8737144083839
17,40,2,3929.0,6200.3,3524.0519216085518
17,43,1,1304.0,6200.3,521.4723926380368
17,45,1,1038.0,6200.3,894.0269749518304
17,46,4,80.0,6200.3,2787.5
17,48,4,5220.0,6200.3,3369.9233716475096
17,49,4,4022.0,6200.3,5344.853306812531
17,50,4,719.0,6200.3,678.7204450625869
17,51,4,1458.0,6200.3,5621.399176954733
21,0,4,65.0,1434.5875,2000.0
21,2,1,170.0,1434.5875,2764.705882352941
21,3,4,282.0,1434.5875,31524.822695035462
21,5,4,12.0,1434.5875,583.3333333333334
21,7,4,210.0,1434.5875,842.8571428571429
21,10,4,3.0,1434.5875,666.6666666666666
21,11,1,357.0,1434.5875,5140.056022408963
21,13,4,11.0,1434.5875,3181.818181818182
21,15,1,133.0,1434.5875,706.7669172932331
21,17,1,898.0,1434.5875,2796.2138084632516
21,20,1,3.0,1434.5875,1000.0
21,27,2,2453.0,1434.5875,538.5242560130453
21,31,4,14.0,1434.5875,13071.42857142857
21,32,2,63.0,1434.5875,1952.3809523809523
21,38,1,124.0,1434.5875,3645.1612903225805
21,39,2,64.0,1434.5875,7546.875
21,40,1,25444.0,1434.5875,2335.8355604464705
21,46,4,2798.0,1434.5875,84921.37240886348
21,49,4,365.0,1434.5875,28961.64383561644
21,52,2,3159.0,1434.5875,780.9433364988921
29,0,4,7677.0,2318.1,1709.521948677869
29,1,1,3077.0,2318.1,753.9811504712383
29,2,1,146.0,2318.1,657.5342465753424
29,4,2,5077.0,2318.1,922.9860153634036
29,6,4,2875.0,2318.1,240.0
29,8,1,35.0,2318.1,685.7142857142857
29,11,1,750.0,2318.1,2720.0
29,13,0,16849.0,2318.1,823.4316576651433
29,13,2,46293.0,2318.1,830.1471064739809
29,15,1,9165.0,2318.1,2061.102018548827
29,16,2,26618.0,2318.1,825.0432038470208
29,17,1,4804.0,2318.1,689.2173189009159
29,17,2,6098.0,2318.1,1520.006559527714
29,17,3,23233.0,2318.1,1429.6044419575603
29,19,2,4326.0,2318.1,482.4318076745261
29,20,1,1156.0,2318.1,467.1280276816609
29,21,1,613923.0,2318.1,12369.108178061419
29,22,2,23091.0,2318.1,951.1931055389546
29,23,2,9855.0,2318.1,406.2912227295789
29,24,1,35129.0,2318.1,1983.603290728458
29,25,2,58760.0,2318.1,581.43294758339
29,26,1,8864.0,2318.1,9219.314079422382
29,27,1,578.0,2318.1,506.9204152249135
29,27,2,2375.0,2318.1,616.8421052631579
29,27,3,7947.0,2318.1,496.03624009060024
29,29,1,6733.0,2318.1,523.9863359572256
29,34,1,783.0,2318.1,535.1213282247764
29,36,2,7041.0,2318.1,855.986365573072
29,37,3,2478.0,2318.1,13403.551251008877
29,37,5,313373.0,2318.1,23770.723706254208
29,38,1,12489.0,2318.1,1205.1405236608216
29,39,2,345961.0,2318.1,805.1196522151341
29,40,0,427155.0,2318.1,1938.3362011447834
29,40,3,1474338.0,2318.1,3030.7839857617455
29,40,5,4248946.0,2318.1,1991.8610403615392
29,41,2,60.0,2318.1,316.6666666666667
29,42,0,1448.0,2318.1,5393.646408839779
29,42,2,107.0,2318.1,2785.0467289719627
29,43,0,891.0,2318.1,455.66778900112234
29,43,3,102044.0,2318.1,707.8319156442319
29,43,5,2510.0,2318.1,511.9521912350598
29,44,1,3702.0,2318.1,519.7190707725554
29,44,2,1505.0,2318.1,1023.9202657807309
29,45,1,730.0,2318.1,604.1095890410959
29,46,4,22883.0,2318.1,77035.61595944587
29,47,1,150.0,2318.1,600.0
29,50,4,11442.0,2318.1,585.03758084251
29,51,4,13283.0,2318.1,1507.4154934879168
29,52,1,60254.0,2318.1,589.554220466691
29,52,2,18527.0,2318.1,593.0263939115885
29,53,2,364155.0,2318.1,2336.307341653966
0,0,4,262.0,935.6,2763.358778625954
0,1,1,507366.0,935.6,426.6289030009894
0,1,2,6098.0,935.6,442.93210888816003
0,2,1,129475.0,935.6,1050.1177833558602
0,2,2,14229.0,935.6,880.1742919389978
0,3,4,49051.0,935.6,16710.362683737334
0,7,4,145315.0,935.6,213.8389016963149
0,8,1,398561.0,935.6,343.38532872007045
0,10,4,58441.0,935.6,342.1057134545952
0,11,1,1021721.0,935.6,1627.3356425090608
0,13,1,183741.0,935.6,2234.9013012882265
0,13,2,54262.0,935.6,2129.0774390918136
0,15,4,2329.0,935.6,2797.337913267497
0,16,1,100.0,935.6,1730.0
0,16,2,200763.0,935.6,1138.387053391312
0,17,1,1601349.0,935.6,1059.8770161907241
0,17,2,272468.0,935.6,1635.8618259758944
0,19,1,13824.0,935.6,494.64699074074076
0,19,2,64789.0,935.6,208.2452268131936
0,20,1,332435.0,935.6,988.1330184848166
0,20,2,344493.0,935.6,843.2624175237232
0,23,2,5486.0,935.6,199.2344148742253
0,24,1,430544.0,935.6,2571.54901705749
0,24,2,97123.0,935.6,4876.311481317504
0,26,1,77823.0,935.6,8827.043419040643
0,27,1,392017.0,935.6,360.17315575600037
0,27,2,128365.0,935.6,335.10692166867915
0,29,1,18452.0,935.6,325.2221981357034
0,31,1,17058.0,935.6,13358.717317387736
0,31,2,13248.0,935.6,23295.36533816425
0,32,2,14200.0,935.6,385.28169014084506
0,34,1,19850.0,935.6,251.88916876574308
0,37,4,2489.0,935.6,5873.041382081157
0,38,1,83492.0,935.6,1111.2441910602213
0,38,2,15760.0,935.6,1732.1700507614214
0,39,2,4482.0,935.6,233.82418563141454
0,40,1,3003673.0,935.6,2741.2458013904975
0,40,2,1239053.0,935.6,3409.223011445031
0,41,2,16198.0,935.6,405.85257439190025
0,43,1,143737.0,935.6,204.17846483508075
0,43,2,39066.0,935.6,202.0426969743511
0,44,1,64766.0,935.6,592.872803631535
0,44,2,1961.0,935.6,738.9087200407955
0,46,4,237150.0,935.6,74594.69112376134
0,47,1,197261.0,935.6,850.791590836506
0,48,4,1938.0,935.6,13140.866873065015
0,49,4,21506.0,935.6,7724.54198828234
0,50,4,126144.0,935.6,3673.619038559107
0,52,1,99423.0,935.6,284.6021544310673
0,52,2,455864.0,935.6,794.7172841022762
0,53,2,14261.0,935.6,569.4551574223407
2,0,4,73237.0,1965.5,932.0562011005367
2,1,1,7280.0,1965.5,708.6538461538462
2,3,4,42534.0,1965.5,13873.489443739127
2,8,1,1662.0,1965.5,409.7472924187726
2,11,1,1673.0,1965.5,454.27375971309027
2,13,4,14688.0,1965.5,659.1094771241831
2,16,2,2661.0,1965.5,499.4363021420519
2,21,1,69513.0,1965.5,9616.028656510292
2,23,2,10206.0,1965.5,517.1467764060357
2,24,1,20241.0,1965.5,722.0987105380169
2,26,1,5049.0,1965.5,4863.735393147158
2,29,1,9044.0,1965.5,514.484741264927
2,31,4,7359.0,1965.5,2331.295012909363
2,32,2,101474.0,1965.5,549.4215266964936
2,37,4,80504.0,1965.5,8303.401073238598
2,39,2,274459.0,1965.5,514.5795911229
2,40,0,539665.0,1965.5,1033.5374723207915
2,40,3,329255.0,1965.5,2068.3877238007017
2,40,5,1777257.0,1965.5,1552.7591113721876
2,43,1,14960.0,1965.5,539.8395721925134
2,44,1,10591.0,1965.5,510.8110659994335
2,46,4,26768.0,1965.5,36898.386132695756
2,48,4,8757.0,1965.5,3465.9129838985955
2,49,4,2859.0,1965.5,4738.020286813571
2,50,4,1278.0,1965.5,488.26291079812205
2,51,4,11626.0,1965.5,690.8653019095132
2,53,2,70301.0,1965.5,1218.9727030909944
6,0,4,1600.0,3886.9,1562.5
6,3,4,2000.0,3886.9,7372.5
6,5,4,480.0,3886.9,208.33333333333334
6,7,4,53767.0,3886.9,396.8047315267729
6,17,1,360.0,3886.9,1575.0
6,17,2,1421.0,3886.9,1818.4377199155524
6,32,2,10121.0,3886.9,922.6361031518625
6,34,1,650.0,3886.9,483.0769230769231
6,38,1,500.0,3886.9,998.0
6,40,1,41000.0,3886.9,2355.317073170732
6,40,2,16207.0,3886.9,2810.8224841118035
6,46,4,1250.0,3886.9,58200.0
12,0,4,119093.0,1213.3,1366.5034888700427
12,1,1,582763.0,1213.3,452.2129922455612
12,2,1,461048.0,1213.3,738.5304783883673
12,2,2,160.0,1213.3,806.25
12,2,3,913.0,1213.3,1093.0996714129244
12,3,4,35335.0,1213.3,18383.104570539126
12,5,4,7249.0,1213.3,2425.9897916954064
12,8,1,30366.0,1213.3,1280.0829875518673
12,10,4,9829.0,1213.3,149.25221283955642
12,11,1,551763.0,1213.3,1550.0060714473425
12,13,4,172918.0,1213.3,873.4949513642305
12,14,4,5949.0,1213.3,698.6048075306775
12,15,1,10758.0,1213.3,13161.089421825618
12,16,2,369473.0,1213.3,648.0338211452529
12,17,1,883611.0,1213.3,997.9583776118677
12,17,2,179804.0,1213.3,1108.4236168272118
12,19,1,161959.0,1213.3,573.8365882723406
12,19,2,133213.0,1213.3,476.35741256483976
12,20,1,402962.0,1213.3,1463.6442145909539
12,20,2,1373422.0,1213.3,688.2167316382
12,20,3,5878.0,1213.3,2027.2201429057502
12,23,2,17365.0,1213.3,368.7877915346962
12,24,1,599893.0,1213.3,3270.381551376662
12,24,2,57797.0,1213.3,2468.5364292264303
12,24,3,11165.0,1213.3,2784.6842812360055
12,26,1,4288.0,1213.3,1554.5708955223881
12,27,1,435355.0,1213.3,415.0842415959389
